sample_id	genotype_id	sex	cell_type	condition	qtl_group	timepoint	read_length	stranded	paired	protocol	rna_qc_passed	genotype_qc_passed	study	marker	type	batch
b_171	FF14_171	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_172	FF14_172	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_173	FF14_173	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_174	FF14_174	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_175	FF14_175	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_176	FF14_176	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_177	FF14_177	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_178	FF14_178	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_179	FF14_179	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_180	FF14_180	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_181	FF14_181	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_182	FF14_182	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_183	FF14_183	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_184	FF14_184	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_185	FF14_185	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_186	FF14_186	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_187	FF14_187	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_188	FF14_188	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_189	FF14_189	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_190	FF14_190	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_191	FF14_191	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_192	FF14_192	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_193	FF14_193	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_194	FF14_194	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_195	FF14_195	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_196	FF14_196	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_197	FF14_197	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_198	FF14_198	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_199	FF14_199	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_200	FF14_200	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_201	FF14_201	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_202	FF14_202	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_203	FF14_203	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_204	FF14_204	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_205	FF14_205	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_206	FF14_206	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_207	FF14_207	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_208	FF14_208	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_209	FF14_209	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_210	FF14_210	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_211	FF14_211	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_212	FF14_212	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_213	FF14_213	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_214	FF14_214	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_215	FF14_215	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_216	FF14_216	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_217	FF14_217	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_218	FF14_218	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_219	FF14_219	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_220	FF14_220	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_221	FF14_221	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_222	FF14_222	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_223	FF14_223	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_224	FF14_224	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_225	FF14_225	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_226	FF14_226	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_227	FF14_227	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_228	FF14_228	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_229	FF14_229	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_230	FF14_230	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_231	FF14_231	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_232	FF14_232	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_233	FF14_233	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_234	FF14_234	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_235	FF14_235	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_236	FF14_236	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_237	FF14_237	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_238	FF14_238	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_239	FF14_239	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_240	FF14_240	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_241	FF14_241	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_242	FF14_242	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_243	FF14_243	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_244	FF14_244	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_245	FF14_245	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_246	FF14_246	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_247	FF14_247	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_248	FF14_248	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_249	FF14_249	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_250	FF14_250	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_251	FF14_251	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_252	FF14_252	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_253	FF14_253	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_254	FF14_254	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_255	FF14_255	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_256	FF14_256	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_257	FF14_257	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_258	FF14_258	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_259	FF14_259	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_260	FF14_260	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_261	FF14_261	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_262	FF14_262	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_263	FF14_263	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_264	FF14_264	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_265	FF14_265	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_266	FF14_266	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_267	FF14_267	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_268	FF14_268	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_269	FF14_269	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_270	FF14_270	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_271	FF14_271	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_272	FF14_272	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_273	FF14_273	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_274	FF14_274	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_275	FF14_275	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_276	FF14_276	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_277	FF14_277	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_278	FF14_278	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_279	FF14_279	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_280	FF14_280	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_281	FF14_281	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_282	FF14_282	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_283	FF14_283	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_284	FF14_284	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_285	FF14_285	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_286	FF14_286	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_287	FF14_287	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_288	FF14_288	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	TRUE	TRUE	Fairfax_2012	CD19	microarray	NA
b_196.2	FF14_196	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_201.2	FF14_201	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_205.2	FF14_205	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_206.2	FF14_206	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_13.r	FF14_13	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_41.r	FF14_41	male	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_96.r	FF14_96	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
b_235.r	FF14_235	female	B-cell	naive	B-cell_CD19	0	NA	NA	NA	HumanHT-12_V4	FALSE	TRUE	Fairfax_2012	CD19	microarray	NA
